OBJECTID,ID_No,Name,Name_Other,Components,Part_of,Rec_Type,Rec_Note,Country,State_Prov,Latitude,Longitude,Loc_Note,Dep_Type,Dep_Note,Dep_Form,Commods,Status,Stat_Note,Oth_Mins,Age_Mzn,Age_Ma,Host_Age,HAge_Ma,Host_Lith,Host_Unit,Assoc_Rock,Alteration,Company,Comments,Ref_List,Discov_Yr,Expl_Note,Mine_Meth,P_Status,PStat_Note,P_Years,P_refs,P_Note,RR_Ore_Mt,RR_TREO_Mt,RR_TREOgrd,RR_REE_grd,RR_Cutoff,RR_HM_Mt,RR_HM_pct,RR_min_Mt,RR_min_pct,RR_mon_Mt,RR_mon_pct,RR_oth_grd,RR_Yr_Est,RR_Refs,RR_RegCode,RR_Note,Region,has_REE,lat_z,lon_z,region_Africa,region_Antarctica,region_China,region_East Asia,region_Europe,region_Middle East,region_North America,region_Oceania,region_Russian Federation,region_South America,region_South and Central Asia,is_composite_system,is_part_of_complex,rec_type_district or area,rec_type_district or area(?),rec_type_intrusion or complex,rec_type_intrusion or complex(?),rec_type_site,rec_type_site(?),system_class,system_alkaline_intrusive,system_carbonatite,system_clay_laterite,system_hydrothermal,system_other,system_pegmatite,system_placer,system_skarn,system_vein,dep_form_ ,"dep_form_banded or laminated, disseminated, massive","dep_form_banded or laminated, lens, stockwork","dep_form_banded or laminated, lens, veinlet","dep_form_banded or laminated, massive",dep_form_bedded or layered,"dep_form_bedded, disseminated, banded",dep_form_bedded; pelletal; bioclasts,dep_form_breccia,"dep_form_breccia pipes, nests, veins","dep_form_breccia, concretions","dep_form_breccia, massive, layered, dikes, veins",dep_form_brecciated,dep_form_dike,"dep_form_dike, disseminated, stockwork","dep_form_dike, lens","dep_form_dike, vein","dep_form_dike, vein, lens","dep_form_dike, veins",dep_form_dike-shaped body,dep_form_dikes,dep_form_dikes and plugs,dep_form_dikes or sills,"dep_form_dikes, breccia, blanket-shaped bodies","dep_form_dikes, plugs, breccia","dep_form_dikes, sills","dep_form_dikes, vein","dep_form_dikes, veins, cement, breccia fillings","dep_form_dikes, veins, sills, tock-like bodies","dep_form_dikes, veins, veinlets",dep_form_disseminated,"dep_form_disseminated, dikes","dep_form_disseminated, layers","dep_form_disseminated, stratabound","dep_form_disseminated, vein","dep_form_disseminated, veins","dep_form_disseminated, veins, lenses",dep_form_laterite,dep_form_layer,"dep_form_layer, banded, disseminated",dep_form_lens,dep_form_lens or lensoid,"dep_form_lens or lensoid, vein, veinlet, breccia","dep_form_lens, dike","dep_form_lens, dikes, pegmatite","dep_form_lens, dikes, pegmatites","dep_form_lens, disseminated","dep_form_lens, vein","dep_form_lens, vein, nodules",dep_form_lenticular,"dep_form_mantle-shaped, veins",dep_form_massive,dep_form_massive layers or bands,"dep_form_massive, breccia","dep_form_massive, lens, vein","dep_form_massive, oolitic, breccia","dep_form_massive, vein","dep_form_massive, vein, veinlet","dep_form_nest, lens, vein, disseminated","dep_form_nests, veinlets",dep_form_nodular,dep_form_pegmatite,dep_form_pegmatite dikes,dep_form_pegmatite(?),"dep_form_pegmatite, disseminated","dep_form_pegmatite, other","dep_form_pegmatite, stockwork, vein",dep_form_pegmatites,"dep_form_pegmatites, disseminated","dep_form_pegmatites, veins","dep_form_pegmatitic, sill, vein, stockwork","dep_form_plug, dike","dep_form_seams, dikes",dep_form_sheets,dep_form_sill,"dep_form_stock, breccia, dikes, sills",dep_form_stockwork,"dep_form_stockwork, stratiform","dep_form_stockwork, vein","dep_form_stockwork, veins",dep_form_stratabound,dep_form_stratiform,"dep_form_stratiform oolitic, massive","dep_form_stratiform, lensoid","dep_form_stratiform, nodular, pebbles","dep_form_stratiform, oolitic","dep_form_stratiform, pelletal to massive","dep_form_stratiform, pelletal, nodular","dep_form_stratiform, roll, lenticular, tabular","dep_form_stratiform, veinlets, disseminations",dep_form_stratiform; lenses and nodules,dep_form_tabular,"dep_form_tabular, roll-shape",dep_form_unknown,dep_form_vein,"dep_form_vein, dike","dep_form_vein, dikes, lenses","dep_form_vein, lens, stockwork, dike","dep_form_vein, stockwork","dep_form_vein, stockwork, breccia, massive","dep_form_vein, stockwork, dike","dep_form_vein, stockwork, mineralized cupolas","dep_form_vein, veinlets",dep_form_vein-shaped,dep_form_veinlets,"dep_form_veinlets, disseminations",dep_form_veins,"dep_form_veins, dikes","dep_form_veins, lens","dep_form_veins, lenses","dep_form_veins, loads","dep_form_veins, nests","dep_form_veins, other(?)","dep_form_veins, pegmatite","dep_form_veins, pegmatites","dep_form_veins, pegmatites, dikes","dep_form_veins, stockwork","dep_form_veins, veinlets, stockworks",has_Nb,has_Ta,has_Th,has_U,has_P,has_F,has_Zr,commodity_count,is_producing,is_prospect,is_occurrence_only
123,4160,Marracuene, , , ,district or area, ,Mozambique,Maputo,-25.6704,32.6684,Estimated location.,shoreline placer,fossil beach placer, ,"Ti, Zr, REE",Occurrence(?), ,,,,,,beach sand,,,,,Fossil placer is buried under eolian sand and eroded on the bank or Incomáti River; monazite is ~1.0 percent of HM.,Cílek (1989),,,,No production(?),,,,,,,,,,,,,,,,,,,,,Africa,1,-1.3615258926547276,-0.14552917498653872,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,1
124,4161,Marropino, , ,Melela pegmatite field,site, ,Mozambique,Zambézia,-16.5,37.9583, ,other igneous deposit,pegmatite,pegmatite,"Ta, REE",Deposit, ,,,,,,,,,,,,Cílek (1989); Hains and Mounde (2010); Melcher and others (2015),,,,Past producer,Cilek (1989) reported byproduct monazite production.,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0901052536637563,-0.07991667166164537,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,pegmatite,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,1,1,0,0
125,4116,Matapone,Matapon Hill, , ,intrusion or complex, ,Malawi,Phalombe,-15.6122,35.759, ,carbonatite, , ,REE,Occurrence, ,ankerite,,,,,"carbonatite, siderite sövite",,,,,,Scott and Wells (2011); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0638286197877873,-0.10719536852972188,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
126,4026,Matongo,Mvumvu, , ,intrusion or complex,Phosphate deposit,Burundi,Kayanza,-3.0401,29.612, ,carbonatite with residual enrichment, , ,"P, REE",Showing, ,"aegirine, arfvedsonite, biotite, amphibole, cancrinite",Neoproterozoic,,Neoproterozoic,,"carbonatite, sövite, ferrocarbonatite",Haute Ruvubu complex,"nepheline syenite, ijolite, pyroxenite",fenetization,,Carbonatite is concealed by up to 35 m of weathered cover.,Ntiharirizwa (2013); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.6917262670596196,-0.18343878673008848,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,1,0,0
127,4214,Matsena, , , ,intrusion or complex, ,Nigeria,Yobe,13.1571,10.0617, ,alkaline igneous, , ,REE,Showing, ,"arfvedsonite, aegirine, aenigmatite, hedenbergite, amphibole",,,Permian,,arfvedsonite granite,,,,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.21233012579374688,-0.4259280821331512,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
128,4258,Mbeya,Panda Hill, , ,intrusion or complex, ,Tanzania,Mbeya,-9.0,33.233, ,carbonatite with residual enrichment, , ,"Nb, REE",Occurrence, ,"calcite, quartz",,,,,"beforsite, sövite, agglomerate, tuff, fenite",,,,,Nb reserve.,de Kun (1987); Möller (1989a); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.8681242285795413,-0.13852624121137574,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,1,0,1
129,4162,Meponda, , , ,intrusion or complex, ,Mozambique,Niassa,-13.4336,34.8923, ,alkaline igneous, , ,"Nb, Ta, U, REE",Occurrence, ,"carbonate, biotite",Proterozoic,,,,"syenite, nepheline syenite",,,,,,Cílek (1989); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.9993475716213247,-0.11794535560541049,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,1,0,0,0,3,1,0,1
130,4163,Milalongue,Mililongue,"includes Vundu prospect, Tombalala", ,district or area, ,Mozambique,Tete,-14.965,31.5123, ,alkaline igneous with residual enrichment(?),"pegmatite, shallow alluvial/eluvial deposits",pegmatite,"REE, GEM, Zr",Occurrence, ,,,,,,"granite, eluvium",Mililongue granite,,,Great Western Mining Corp. Plc,"Over 40 pegmatite dikes and sills within, and marginal to, the Malilongue Granite.",Anova Metals Limited (2013); Elliott (2012b); Proactive Investors Australia (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0446731371965203,-0.15986869276455137,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,1
131,4259,Mkalama, , , ,district or area, ,Tanzania,Singida,-4.568,34.424, ,unclassified, , ,"Fe, Ni, Co, U, REE, Sn",Occurrence, ,,,,,,pyroxenite,,,,Magnis Resources Ltd.,,SNL Metals & Mining (2015); Uranix Ltd. (2013),,,,No production,No production.,,,,,,,,,,,,,,,,,,,,Africa,0,-0.736948241489776,-0.12375384637216363,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,1
132,4289,Mkwisi, , , ,intrusion or complex, ,Zambia,Lusaka,-15.8835,28.6022,Estimated location.,unclassified,uncertain if weathered carbonatite or sedimentary, ,"P, REE",Showing, ,,,,,,,,,,,,Mambwe and Mwape (1991),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.0718584134018339,-0.19596369379023654,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,1,0,0
133,4165,Moebase,Moebane, , ,district or area, ,Mozambique,Zambézia,-17.017,38.483, ,shoreline placer, , ,"Ti, REE",Deposit, ,,,,,,,,,,Genbique (1996),Marine and eolian placers.,Cílek (1989); de Kun (1987); Hedrick (1997); Premoli (1994),,,,No production,,,,,1) 1300,,,,,2) 2.0,1) 3.8,,,,2) 5,,,1) Hedrick (1997); 2) de Kun (1987),Not compliant,"2) HM grade 78% ilmenite, 2% rutile, 13% zircon.",Africa,1,-1.1054071456595613,-0.07340863171862731,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
134,4166,Moguiquel, , , ,district or area, ,Mozambique,Nampula,-15.383,40.267, ,shoreline placer, , ,"Ti, REE",Occurrence, ,,,,,,,,,,,Marine and eolian placers.,Premoli (1994),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0570448796612137,-0.051281047845281875,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
135,4018,Moiyabana, , , ,site(?), ,Botswana,Central,-22.8771,26.5169, ,unclassified, , ,"U, REE",Showing, ,,,,,,,,,,Impact Minerals Ltd.,,Jepson (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.2788512796723626,-0.2218284082807562,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,True,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,1,0,0,0,1,1,0,0
136,4118,Monkey Bay, , , ,site, ,Malawi,Mangochi,-14.0593,34.9156,Bay in Lake Nyasa.,alluvial placer, , ,REE,Showing, ,,,,,,,,,,,,Overstreet (1967),1955,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0178667086073503,-0.11765635745280459,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
137,4168,Monte Tchonde, , , ,district or area, ,Mozambique,Niassa,-13.8833,36.0125, ,alkaline igneous, , ,"V, Th, Ta, Nb, REE",Showing, ,,,,,,"syenite, metadiorite, nepheline syenite",,,,,,Cílek (1989),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.0126575538853744,-0.10405111824278629,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1,0,0,0,0,3,1,0,0
