OBJECTID,ID_No,Name,Name_Other,Components,Part_of,Rec_Type,Rec_Note,Country,State_Prov,Latitude,Longitude,Loc_Note,Dep_Type,Dep_Note,Dep_Form,Commods,Status,Stat_Note,Oth_Mins,Age_Mzn,Age_Ma,Host_Age,HAge_Ma,Host_Lith,Host_Unit,Assoc_Rock,Alteration,Company,Comments,Ref_List,Discov_Yr,Expl_Note,Mine_Meth,P_Status,PStat_Note,P_Years,P_refs,P_Note,RR_Ore_Mt,RR_TREO_Mt,RR_TREOgrd,RR_REE_grd,RR_Cutoff,RR_HM_Mt,RR_HM_pct,RR_min_Mt,RR_min_pct,RR_mon_Mt,RR_mon_pct,RR_oth_grd,RR_Yr_Est,RR_Refs,RR_RegCode,RR_Note,Region,has_REE,lat_z,lon_z,region_Africa,region_Antarctica,region_China,region_East Asia,region_Europe,region_Middle East,region_North America,region_Oceania,region_Russian Federation,region_South America,region_South and Central Asia,is_composite_system,is_part_of_complex,rec_type_district or area,rec_type_district or area(?),rec_type_intrusion or complex,rec_type_intrusion or complex(?),rec_type_site,rec_type_site(?),system_class,system_alkaline_intrusive,system_carbonatite,system_clay_laterite,system_hydrothermal,system_other,system_pegmatite,system_placer,system_skarn,system_vein,dep_form_ ,"dep_form_banded or laminated, disseminated, massive","dep_form_banded or laminated, lens, stockwork","dep_form_banded or laminated, lens, veinlet","dep_form_banded or laminated, massive",dep_form_bedded or layered,"dep_form_bedded, disseminated, banded",dep_form_bedded; pelletal; bioclasts,dep_form_breccia,"dep_form_breccia pipes, nests, veins","dep_form_breccia, concretions","dep_form_breccia, massive, layered, dikes, veins",dep_form_brecciated,dep_form_dike,"dep_form_dike, disseminated, stockwork","dep_form_dike, lens","dep_form_dike, vein","dep_form_dike, vein, lens","dep_form_dike, veins",dep_form_dike-shaped body,dep_form_dikes,dep_form_dikes and plugs,dep_form_dikes or sills,"dep_form_dikes, breccia, blanket-shaped bodies","dep_form_dikes, plugs, breccia","dep_form_dikes, sills","dep_form_dikes, vein","dep_form_dikes, veins, cement, breccia fillings","dep_form_dikes, veins, sills, tock-like bodies","dep_form_dikes, veins, veinlets",dep_form_disseminated,"dep_form_disseminated, dikes","dep_form_disseminated, layers","dep_form_disseminated, stratabound","dep_form_disseminated, vein","dep_form_disseminated, veins","dep_form_disseminated, veins, lenses",dep_form_laterite,dep_form_layer,"dep_form_layer, banded, disseminated",dep_form_lens,dep_form_lens or lensoid,"dep_form_lens or lensoid, vein, veinlet, breccia","dep_form_lens, dike","dep_form_lens, dikes, pegmatite","dep_form_lens, dikes, pegmatites","dep_form_lens, disseminated","dep_form_lens, vein","dep_form_lens, vein, nodules",dep_form_lenticular,"dep_form_mantle-shaped, veins",dep_form_massive,dep_form_massive layers or bands,"dep_form_massive, breccia","dep_form_massive, lens, vein","dep_form_massive, oolitic, breccia","dep_form_massive, vein","dep_form_massive, vein, veinlet","dep_form_nest, lens, vein, disseminated","dep_form_nests, veinlets",dep_form_nodular,dep_form_pegmatite,dep_form_pegmatite dikes,dep_form_pegmatite(?),"dep_form_pegmatite, disseminated","dep_form_pegmatite, other","dep_form_pegmatite, stockwork, vein",dep_form_pegmatites,"dep_form_pegmatites, disseminated","dep_form_pegmatites, veins","dep_form_pegmatitic, sill, vein, stockwork","dep_form_plug, dike","dep_form_seams, dikes",dep_form_sheets,dep_form_sill,"dep_form_stock, breccia, dikes, sills",dep_form_stockwork,"dep_form_stockwork, stratiform","dep_form_stockwork, vein","dep_form_stockwork, veins",dep_form_stratabound,dep_form_stratiform,"dep_form_stratiform oolitic, massive","dep_form_stratiform, lensoid","dep_form_stratiform, nodular, pebbles","dep_form_stratiform, oolitic","dep_form_stratiform, pelletal to massive","dep_form_stratiform, pelletal, nodular","dep_form_stratiform, roll, lenticular, tabular","dep_form_stratiform, veinlets, disseminations",dep_form_stratiform; lenses and nodules,dep_form_tabular,"dep_form_tabular, roll-shape",dep_form_unknown,dep_form_vein,"dep_form_vein, dike","dep_form_vein, dikes, lenses","dep_form_vein, lens, stockwork, dike","dep_form_vein, stockwork","dep_form_vein, stockwork, breccia, massive","dep_form_vein, stockwork, dike","dep_form_vein, stockwork, mineralized cupolas","dep_form_vein, veinlets",dep_form_vein-shaped,dep_form_veinlets,"dep_form_veinlets, disseminations",dep_form_veins,"dep_form_veins, dikes","dep_form_veins, lens","dep_form_veins, lenses","dep_form_veins, loads","dep_form_veins, nests","dep_form_veins, other(?)","dep_form_veins, pegmatite","dep_form_veins, pegmatites","dep_form_veins, pegmatites, dikes","dep_form_veins, stockwork","dep_form_veins, veinlets, stockworks",has_Nb,has_Ta,has_Th,has_U,has_P,has_F,has_Zr,commodity_count,is_producing,is_prospect,is_occurrence_only
1323,1186,Megiscane Lake, , , ,intrusion or complex, ,Canada,Québec,48.567,-75.6, ,carbonatite, , ,REE,Occurrence, ,"biotite, pyroxene",,,,"973 ± 36 Ma, 978 ± 40 Ma (K-Ar, biotite, (hornblende))",,,,,,Spectrochemical analyses: 0.13% CeO and 0.13% LaO.,Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.8357133275568587,-1.4884204876731448,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
1324,1187,Mélasse, , , ,site(?), ,Canada,Québec,46.329,-73.854, ,unclassified, , ,REE,Showing(?), ,,,,,,,,,,Critical Elements Corporation,,Critical Elements Corporation (2011a),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.769474189671729,-1.4667642312589853,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,False,True,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
1325,1189,Merlot, , ,Red Wine,site, ,Canada,Newfoundland and Labrador,54.1339,-62.5409, ,alkaline igneous, , ,"REE, Nb, Zr",Occurrence, ,nepheline,,,Mesoproterozoic,,"syenite, pyroxenite",Red Wine intrusive suite,,,Search Minerals,,Newfoundland and Labrador Geological Survey (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,1,1.0004794833623674,-1.3264438449823353,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,1,2,1,0,1
1326,1190,Michelin #1, , ,Red Wine,site, ,Canada,Newfoundland and Labrador,54.2396,-62.4599,In Labrador.,alkaline igneous, , ,"Nb, Th, REE",Occurrence, ,,,,Mesoproterozoic,,nepheline gneiss,Red Wine intrusive suite,,,,Quartz syenite is sub-volcanic.,Kerr and Rafuse (2011); Newfoundland and Labrador Geological Survey (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,1.0036079359425545,-1.3254391732930186,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,2,1,0,1
1327,1191,Mike & Fox Claims, , , ,site, ,Canada,Nunavut,63.7136,-68.3322, ,unclassified, , ,"U, Th, REE",Showing, ,,,,,,,,,,,,Nunavut Geoscience (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,1,1.2840143668289346,-1.3982753900976408,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,2,1,0,0
1328,1192,Mill, , , ,site, ,Canada,British Columbia,52.4181,-119.1469,Estimated location.,carbonatite, , ,REE,Showing, ,,,,,,,,,,,,Kulla and Hardy (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.9496961443171016,-2.0285481122102436,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
1329,1468,Mineral Hill District, , , ,district or area, ,United States,Idaho,45.467,-114.283, ,metamorphic, , ,REE,Showing, ,,,,,,,,,,,,Abbott (1954),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.7439611705220498,-1.9682194377699047,False,False,False,False,False,False,True,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
1330,1469,Mineral X, , , ,site, ,United States,Arizona,35.1211,-114.068, ,other igneous deposit, , ,"Nb, Ta, REE",Occurrence, ,feldspar,,,,,,,,,,,Phillips (1987); Parker (1963),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,1,0.43774870553287926,-1.9655527166192488,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,0,2,1,0,1
1331,1470,Mineville dumps, , , ,site, ,United States,New York,44.06403,-73.49239, ,iron oxide-apatite, , ,"Fe, REE",Occurrence, ,"quartz, feldspar",Precambrian,,Precambrian,,"gabbro, syenite",,,,Rhône-Poulenc,Apatite in mill tailings averages from 4 to more than 11% REO and is reported to contain xenotime. Magnetite-hematite orebody in metamorphic rocks.,Castor (1994); Castor (2008); Jackson and Christiansen (1993); Mariano (1989); Möller (1989a),,,,No production,,,,,15.672 exploitable,0.163 exploitable,1.04,,,,,,,,,,1983,Jackson and Christiansen (1993),Not compliant,,North America,1,0.7024368080203964,-1.4622790543506667,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
1332,1193,Misery Lake, , , ,district or area, ,Canada,Québec,55.3334,-63.9042, ,unclassified, , ,"REE, Sc",Showing, ,,,,,,,,,,Quest Rare Minerals,,Canadian Business Journal (2014); Bergeron and others (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,1.0359816486408362,-1.3433533377483284,False,False,False,False,False,False,True,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
1333,1194,Mona, , , ,site, ,Canada,British Columbia,52.283,-119.1717,Estimated location.,carbonatite, , ,"Nb, REE",Occurrence, ,,,,,,,,,,,,Kulla and Hardy (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.9456975261185844,-2.028855715394133,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,1,0,1
1334,1196,Montviel, , , ,intrusion or complex, ,Canada,Québec,49.824545,-76.532823, ,carbonatite, , ,"Nb, REE",Deposit, ,"ankerite, dolomite, siderite, calcite, barytocalcite, strontianite, amphibole, biotite, apatite, Fe oxide, ilmenite",,,Paleoproterozoic,1894 Ma,,,,,GéoMégA Resources Inc.,,Clarke (2012); Desharnais and Duplessis (2011); Elliott (2012c); Kraws and Goldfarb (2012); Yu and others (2013),,,,No production,,,,Ferro magnetic separation and gravity/flotation planned for REE recovery.,183.9 indicated + 66.7 inferred,,"1.45 indicated, 1.46 inferred",,1,,,,,,,,2011,Kraws and Goldfarb (2012),NI 43-101 compliant,,North America,1,0.8729334779821293,-1.4999906217378791,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,1,0,0
1335,1471,Monumental Summit, , , ,site(?), ,United States,Idaho,44.9,-115.267, ,metamorphic, , ,REE,Showing, ,,,,,,,,,,,,Cater and others (1973),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.7271794050256831,-1.980424338291974,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,False,True,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
1336,1197,Moose Creek,Bow, , ,intrusion or complex, ,Canada,British Columbia,51.1944,-116.3511, ,carbonatite,carbonatite-hosted deposits, ,"Fe, Ti, REE, Nb, Th",Occurrence, ,,,,,,,,,,,,British Columbia Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.9134777202643609,-1.9938708145683717,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,1,0,0,0,0,2,1,0,1
1337,1198,Mount Bisson, ,"includes Laura, Ursa, Will #1, Will #2, M12000 Road occurrences", ,district or area, ,Canada,British Columbia,55.5484,-123.9708, ,other igneous deposit,"pegmatites, skarn", ,REE,Showing, ,,,,,,,Wolverine gneiss,,,Paget Minerals Corp. (2009),,Breaks (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,1.0423451046932504,-2.088380652483018,False,False,False,False,False,False,True,False,False,False,False,1,1,True,False,False,False,False,False,pegmatite,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
1338,1199,Mount Copeland,Joan, , ,district or area, ,Canada,British Columbia,51.1306,-118.4608, ,unclassified,unknown, ,"Mo, REE, Zr",Deposit, ,,,,,,,,,,,,British Columbia Geological Survey (2014),,,,Past producer,,,,,,,,,,,,,,,,,,,,,North America,0,0.9115894016776445,-2.0200381709011053,False,False,False,False,False,False,True,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,0
1339,1200,Mount Grace, , , ,intrusion or complex, ,Canada,British Columbia,51.4361,-118.8189, ,carbonatite,carbonatite-hosted deposits, ,"Nb, REE",Showing, ,,,,,,,,,,,,British Columbia Geological Survey (2014),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.920631428766075,-2.02447981203622,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,0,0,1,1,0,0
1340,1472,Mount Prindle,Roy Creek, , ,intrusion or complex(?), ,United States,Alaska,65.4616,-146.4733, ,alkaline igneous,hydrothermal, ,"REE, U, Th",Occurrence, ,"nepheline, potassic feldspar, aegirine, augite, riebeckite, biotite, quartz",,,Upper Cretaceous,"86.7 ± 3.6 Ma, 85.4 ± 6.4 Ma (K-Ar, biotite)","syenite, nepheline syenite, pyroxenite",,,,,Selected material contained as much as 25% REE and 15% Th; 5-10% REE by volume reported in drill core. LREE more abundant in the quartz-bearing syenites.,Armbrustmacher (1989); Mariano (1989); Mariano and Mariano (2012b); Nokleberg and others (1996); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,1,1.3357507444085623,-2.367487130123127,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,True,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,1,0,0,0,2,1,0,1
1341,1201,Mount St. Hilaire, , , ,intrusion or complex, ,Canada,Québec,45.55,-73.167, ,alkaline igneous, , ,REE,Occurrence, ,"quartz, aegirine, biotite, sodalite, nepheline, cancrinite, albite, natrolite(?)",,,,120–134 Ma (various),"breccias, nepheline syenite, anorthositic gabbro, jacupirangite, nepheline diorite and monzonite",,,,,,Mariano (1989); Woolley (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,1,0.7464177605329818,-1.4582431269310772,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
1342,1474,Mountain Fuel, , , ,site, ,United States,Idaho,42.65,-111.283, ,phosphorite, , ,"P, REE",Occurrence, ,clay,Permian,,,,mudstone,,,,,Approximately 0.1% REE in P ore.,Jackson and Christiansen (1993),,,,Past byproduct producer(?),,1986–1989,Jackson and Christiansen (1993),4.074 Mt of phosphate ore produced.,5.432 exploitable,,,,,,,,,0.009 resource,0.166,,1989,Jackson and Christiansen (1993),Not compliant,,North America,1,0.6605850975004187,-1.9310093752026198,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,1,0,1
1343,1475,Mountain Pass, , , ,site, ,United States,California,35.4794,-115.5334, ,carbonatite, , ,REE,Deposit, ,"calcite, dolomite, ankerite, quartz, crocidolite, chlorite, biotite, phlogopite, muscovite, talc, aegirine, goethite, aragonite",Mesoproterozoic,,Mesoproterozoic,"1,375 ± 5 Ma (Th-Pb)","carbonatite, sövite, breccia",Sulfide Queen carbonatite,,,Molycorp Inc. (2012),,Bair and others (2012); Castor (1994); Gleason (2011); Jackson and Christiansen (1993); Mariano (1989); Möller (1989a); Molycorp Inc. (2012); Neary and Highley (1984); Olson and others (1954); Watts (2012b); Woolley (1987),1949,,,Past producer,,1972–1989,Jackson and Christiansen (1993),0.293 Mt TREO reported produced from 1972–1989.,18.4 proven + probable,1.3 proven + probable,7.98,,5,,,,,,,,,Molycorp Inc. (2012),Not known,,North America,1,0.4483534790379025,-1.9837285918479488,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
1344,1203,Mud Creek, , , ,site, ,Canada,British Columbia,52.1381,-119.1078,Estimated location.,carbonatite, , ,REE,Showing, ,,,,,,,,,,,,Kulla and Hardy (2015),,,,No production,,,,,,,,,,,,,,,,,,,,,North America,0,0.9414088527139574,-2.0280631410614496,False,False,False,False,False,False,True,False,False,False,False,1,1,False,False,False,False,True,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
